"","diet_analysis_id","world_country_description","wolf_population_code","wolf_subspecies_code","study_area","pack","latitude","longitude","source_code","analytical_method_code","identification_method_code","temporal_scale_code","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","responsible","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird_aves","castor.sp_castor.sp","cervidae_cervidae","domestic.ungulata_domestic.ungulata","fish_fish","garbage_garbage","lagomorpha_lagomorpha","marmota.sp_marmota.sp","mesomammals_mesomammals","micromammals_micromammals","microrodents_microrodents","other_other","other.domestic.ungulata_other.domestic.ungulata","semiaquatic.rodentia_semiaquatic.rodentia","undefined.item_undefined.item","vegetable.fruit_vegetable.fruit"
"172",178,"Italy","italian peninsula","Canis lupus italicus","Orecchiella1 (Lucca)",NA,44.2069,10.365,"excrement","%Bio","visual","year",TRUE,217,52,"Jun1991-Nov1993",3,4.15868148715983,72.3333333333333,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,1.54,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,13.62,0.8,NA,3.61,NA,1.9,NA,3.14,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,25.23,NA,NA,NA,3.36,NA,0.56,NA,NA,NA,NA,NA,6.95,NA,NA,4.97,NA,1.26000000000001,NA,NA,NA,1.75
"173",179,"Italy","italian peninsula","Canis lupus italicus","Orecchiella1 (Lucca)",NA,44.2069,10.365,"excrement","%Vm","visual","year",TRUE,217,52,"Jun1991-Nov1993",3,4.15868148715983,72.3333333333333,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,7.96,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,10.43,NA,NA,6.13,NA,2.38,NA,9.32,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,NA,NA,NA,13.45,NA,NA,NA,NA,NA,NA,NA,26.81,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,4.21,NA,NA,2.84,NA,NA,NA,NA,NA,NA
"174",180,"Italy","italian peninsula","Canis lupus italicus","SAF (Arezzo)",NA,43.86,11.7,"excrement","%FO (scat)","visual","year",NA,NA,98,"Jan1996-Feb2000",4,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA
"175",181,"Italy","italian peninsula","Canis lupus italicus","SAF (Arezzo)",NA,43.86,11.7,"excrement","%Bio","visual","year",NA,NA,98,"Jan1996-Feb2000",4,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"176",182,"Italy","italian peninsula","Canis lupus italicus","VS (Arezzo)",NA,43.7239,11.9634,"excrement","%FO (scat)","visual","year",NA,NA,143,"Mar1997-Feb2000",3,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"177",183,"Italy","italian peninsula","Canis lupus italicus","VS (Arezzo)",NA,43.7239,11.9634,"excrement","%Bio","visual","year",NA,NA,143,"Mar1997-Feb2000",3,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.4,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA
"178",184,"Italy","italian peninsula","Canis lupus italicus","PM (Arezzo)",NA,43.6844,11.6823,"excrement","%FO (scat)","visual","year",NA,NA,179,"Mar1994-Feb2000",5,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA
"179",185,"Italy","italian peninsula","Canis lupus italicus","PM (Arezzo)",NA,43.6844,11.6823,"excrement","%Bio","visual","year",NA,NA,179,"Mar1994-Feb2000",5,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA
"180",186,"Italy","italian peninsula","Canis lupus italicus","VT (Arezzo)",NA,43.7,12.18,"excrement","%FO (scat)","visual","year",NA,NA,385,"Mar1998-Feb2001",3,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA
"181",187,"Italy","italian peninsula","Canis lupus italicus","VT (Arezzo)",NA,43.7,12.18,"excrement","%Bio","visual","year",NA,NA,385,"Mar1998-Feb2001",3,NA,NA,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA
"182",188,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,1862,130,"May1988-Apr2000",13,14.2463657230298,143.230769230769,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,19.1,0.4,NA,8.7,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.7,0.5,NA,NA,NA,NA,NA,NA,2.5,3.9,NA,NA,1.2,NA,NA,NA,1,1.3,NA,NA,NA,0.7
"183",189,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,1091,130,"1993-1996",4,8.34736036725325,272.75,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.1,0.7,NA,8.6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,0,NA,NA,NA,NA,NA,NA,2.9,0,NA,NA,0.8,NA,NA,NA,0,0,NA,NA,NA,0
"184",190,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Vm","visual","year",NA,1091,130,"1993-1996",4,8.34736036725325,272.75,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,14,0.4,NA,13.9,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,0,NA,NA,NA,NA,NA,NA,3.9,0,NA,NA,0.4,NA,NA,NA,0,0,NA,NA,NA,0
"185",191,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%FO (scat)","visual","year",NA,240,130,"May1988-Oct1992",5,1.8362662586075,48,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,38.8,0,NA,14.6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,0,NA,NA,NA,NA,NA,NA,0,0.8,NA,NA,0.8,NA,NA,NA,1.2,0,NA,NA,NA,0.8
"186",192,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,240,130,"May1988-Oct1992",5,1.8362662586075,48,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,32.9,0,NA,11,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,0,NA,NA,NA,NA,NA,NA,0,0.4,NA,NA,0.5,NA,NA,NA,0.5,0,NA,NA,NA,0.3
"187",193,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,68,130,"May1988-Apr1989",1,0.520275439938791,68,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,NA,NA,15.8,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.7,NA,NA,NA
"188",194,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,37,130,"May1989-Apr1990",1,0.283091048201989,37,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,5.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,0,NA,NA,NA
"189",195,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,47,130,"May1990-Apr1991",1,0.359602142310635,47,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,10.7,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,0,NA,NA,NA
"190",196,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","year",NA,59,130,"May1991-Apr1992",1,0.45141545524101,59,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,14.4,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.85,NA,NA,NA
"191",197,"Italy","italian peninsula","Canis lupus italicus","ISA (Arezzo)",NA,43.8,11.8166,"excrement","%Bio","visual","warm season",NA,29,130,"May1992-Oct1992",1,0.221882172915073,29,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,0,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"192",198,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,178,120,"2000-2001",1,1.48333333333333,178,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,42.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"193",199,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,242,120,"2001-2002",1,2.01666666666667,242,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,47.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA
"194",200,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,262,120,"2002-2003",1,2.18333333333333,262,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,26.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.3,NA,NA,NA,NA,NA
"195",201,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,293,120,"2003-2004",1,2.44166666666667,293,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,26.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,0.4,NA,NA,NA,NA,NA
"196",202,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,232,120,"2004-2005",1,1.93333333333333,232,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,48.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,1.2,NA,NA,NA,NA,NA
"197",203,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,143,120,"2005-2006",1,1.19166666666667,143,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,39.9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA
"198",204,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,144,120,"2006-2007",1,1.2,144,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0,NA,NA,NA,NA,NA
"199",205,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,208,120,"2007-2008",1,1.73333333333333,208,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,20.1,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA
"200",206,"Italy","italian peninsula","Canis lupus italicus","Alpe di Catenaia, Arezzo province, Tuscany",NA,43.6493,11.9039,"excrement","%Vm","visual","year",NA,272,120,"2008-2009",1,2.26666666666667,272,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,22.9,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.3,NA,NA,NA,NA,NA
"201",207,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%FO (scat)","visual","year",NA,128,5343,"2008",1,0.0239565787011043,128,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,25.3,NA,NA,7.7,NA,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,2.3,NA,0,NA,NA,NA,25.2
"202",208,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%Bio","visual","year",NA,128,5343,"2008",1,0.0239565787011043,128,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,14.3,NA,NA,4,NA,5.9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.4,2.1,NA,0,NA,NA,NA,5
"203",209,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%FO (scat)","visual","year",NA,276,5343,"2009",1,0.051656372824256,276,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,72.7,NA,NA,NA,28.3,NA,NA,3.3,NA,12.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,0.7,NA,NA,NA,NA,NA,0,NA,61.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12.7,7.6,NA,0.4,NA,NA,NA,27.2
"204",210,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%Bio","visual","year",NA,276,5343,"2009",1,0.051656372824256,276,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,13.3,NA,NA,1.8,NA,3.8,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,0.4,NA,NA,NA,NA,NA,0,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,8,5.9,NA,0,NA,NA,NA,5
"205",211,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%FO (scat)","visual","year",NA,242,5343,"2010",1,0.0452929066067752,242,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,57.4,NA,NA,NA,40.3,NA,NA,8,NA,5.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,50.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5.4,5,NA,0,NA,NA,NA,7.1
"206",212,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%Bio","visual","year",NA,242,5343,"2010",1,0.0452929066067752,242,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,20.3,NA,NA,4.5,NA,2.9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.4,1.9,NA,0,NA,NA,NA,1.9
"207",213,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%FO (scat)","visual","year",NA,350,5343,"2011",1,0.0655062698858319,350,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,30.8,NA,NA,NA,NA,NA,NA,55.8,NA,NA,NA,23.2,NA,NA,7.9,NA,7.5,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,0.4,NA,NA,NA,NA,NA,2,NA,63.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,0.9,0.9,NA,0.3,NA,NA,NA,8.2
"208",214,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%Bio","visual","year",NA,350,5343,"2011",1,0.0655062698858319,350,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,13.7,NA,NA,5.2,NA,4.4,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,0.3,NA,NA,NA,NA,NA,1.4,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,4,0.4,NA,0,NA,NA,NA,2.8
"209",215,"Italy","italian peninsula","Canis lupus italicus","Liguria",NA,44.4484,9.211,"excrement","%FO (scat)","visual","year",NA,318,5343,"2012",1,0.0595171252105559,318,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,49.2,NA,NA,NA,44,NA,NA,0.4,NA,1.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,0,NA,NA,NA,NA,NA,1.9,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.9,0.9,NA,0,NA,NA,NA,5.7
