"","diet_analysis_id","world_country_description","wolf_population_description","wolf_subspecies_description","study_area","pack","latitude","longitude","source_id","analytical_method_description","identification_method_description","temporal_scale_description","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird","castor.sp","cervidae","domestic.ungulata","fish","garbage","lagomorpha","marmota.sp","mesomammals","micromammals","microrodents","other","other.domestic.ungulata","semiaquatic.rodentia","undefined.item","vegetable.fruit"
"146",146,"Bulgaria","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","Western Rhodopes, Beglika",NA,41.0833,24,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"Bulgaria","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","Western Rhodopes, Shiroka poljana",NA,41.0833,24.0167,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,"Bulgaria","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","Western Rhodopes, Laki",NA,41.0833,24.0833,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,"Croatia","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","Dalmatinska zagora",NA,43.8,15.9,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,NA,NA,"1999-2002",4,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,"Croatia","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","Gorski kotar",NA,45.26,14.3,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,NA,NA,NA,NA,"1999-2002",4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,"Greece","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","prefectures of Fthiotida and Magnesia","one wolf pack",38.9672,22.5057,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"winter",NA,36,500,"2000",1,0.072,36,NA,NA,NA,NA,NA,NA,1.47,NA,NA,NA,NA,NA,NA,32.35,NA,NA,NA,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,42.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,"Greece","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","prefectures of Fthiotida and Magnesia","one wolf pack",38.9672,22.5057,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"winter",NA,36,500,"2000",1,0.072,36,NA,NA,NA,NA,NA,NA,2.77,NA,NA,NA,NA,NA,NA,61.11,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,"Greece","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","prefectures of Fthiotida and Magnesia","one wolf pack",38.9672,22.5057,1,"%Bio - Biomass ingested",NA,"winter",NA,36,500,"2000",1,0.072,36,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,29.03,NA,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42,40.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,"Greece","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","prefectures of Fthiotida and Magnesia","one wolf pack",38.9672,22.5057,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"winter",NA,36,500,"2000",1,0.072,36,NA,NA,NA,NA,NA,NA,1.89,NA,NA,NA,NA,NA,NA,26.27,NA,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,54.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,"Slovenia","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","National scale (slowolf area)",NA,45.77,14.39,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,30,1000,"1998-2009",12,0.03,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,"Slovenia","Dinaric-Balkan (BGR; BIH; MKD; HRV; SVN; ALB; GRC; SRB)","Canis lupus lupus","National scale (slowolf area)",NA,45.77,14.39,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,30,1000,"1998-2009",12,0.03,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Majella, Abruzzo",NA,42.03,14.03,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,220,NA,"1973-1977",5,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Majella, Abruzzo",NA,42.03,14.03,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"summer",NA,84,NA,"1973-1977",5,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Majella, Abruzzo",NA,42.03,14.03,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"winter",NA,136,NA,"1973-1977",5,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"spring",NA,41,860,"Jun2007-May2008",1,0.0476744186046512,41,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,12.2,NA,NA,2.4,NA,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%Bio - Biomass ingested",NA,"spring",NA,41,860,"Jun2007-May2008",1,0.0476744186046512,41,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,10,NA,NA,2.4,NA,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"summer",NA,24,860,"Jun2007-May2008",1,0.027906976744186,24,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,16.7,NA,NA,0,NA,4.2,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%Bio - Biomass ingested",NA,"summer",NA,24,860,"Jun2007-May2008",1,0.027906976744186,24,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,16,NA,NA,0,NA,4.2,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"autumn",NA,20,860,"Jun2007-May2008",1,0.0232558139534884,20,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,15,NA,NA,0,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%Bio - Biomass ingested",NA,"autumn",NA,20,860,"Jun2007-May2008",1,0.0232558139534884,20,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,15,NA,NA,0,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",166,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"winter",NA,18,860,"Jun2007-May2008",1,0.0209302325581395,18,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,5.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",167,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%Bio - Biomass ingested",NA,"winter",NA,18,860,"Jun2007-May2008",1,0.0209302325581395,18,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,5.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,103,860,"Jun2007-May2008",1,0.119767441860465,103,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,11.7,NA,NA,1,NA,3.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",169,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Piacenza-Pavia",NA,44.7714,9.3864,1,"%Bio - Biomass ingested",NA,"year",NA,103,860,"Jun2007-May2008",1,0.119767441860465,103,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,10.4,NA,NA,1,NA,3.8,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",170,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Berignone (Pisa)",NA,43.29,10.87,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",NA,125,26,"Sep2008-Oct2009",1,4.66417910447761,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",171,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Berignone (Pisa)",NA,43.29,10.87,1,"%Bio - Biomass ingested",NA,"year",NA,125,26,"Sep2008-Oct2009",1,4.66417910447761,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",172,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Berignone (Pisa)",NA,43.29,10.87,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,125,26,"Sep2008-Oct2009",1,4.66417910447761,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",173,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Berignone (Pisa)",NA,43.29,10.87,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"warm season",NA,74,26,"summer2008",1,2.76119402985075,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",174,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Berignone (Pisa)",NA,43.29,10.87,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"cold season",NA,59,26,"winter2008-2009",1,2.20149253731343,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",175,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Orecchiella2 (Lucca)",NA,44.2069,10.365,1,"%Bio - Biomass ingested",NA,"year",NA,117,52,NA,1,2.24223840551936,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",176,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Orecchiella2 (Lucca)",NA,44.2069,10.365,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",NA,117,52,NA,1,2.24223840551936,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",177,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Orecchiella1 (Lucca)",NA,44.2069,10.365,1,"%FO (item) - frequency of occurrence per food item (total sum is =100)",NA,"year",TRUE,217,52,"Jun1991-Nov1993",3,4.15868148715983,72.3333333333333,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,10.83,1.25,NA,3.75,NA,1.67,NA,2.08,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA,NA,4.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",178,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Orecchiella1 (Lucca)",NA,44.2069,10.365,1,"%Bio - Biomass ingested",NA,"year",TRUE,217,52,"Jun1991-Nov1993",3,4.15868148715983,72.3333333333333,NA,NA,NA,NA,NA,NA,1.54,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,13.62,0.8,NA,3.61,NA,1.9,NA,3.14,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16,NA,NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA,25.23,NA,NA,NA,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",179,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","Orecchiella1 (Lucca)",NA,44.2069,10.365,1,"%Vm - percentage volume of remains in each food category (total sum is =100)",NA,"year",TRUE,217,52,"Jun1991-Nov1993",3,4.15868148715983,72.3333333333333,NA,NA,NA,NA,NA,NA,7.96,NA,NA,NA,1.19,NA,NA,NA,NA,NA,NA,10.43,NA,NA,6.13,NA,2.38,NA,9.32,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,NA,NA,NA,13.45,NA,NA,NA,NA,NA,NA,NA,26.81,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","SAF (Arezzo)",NA,43.86,11.7,1,"%FO (scat) - percentage of scats containing a particular food item (total sum ≠ 100)",NA,"year",NA,NA,98,"Jan1996-Feb2000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",181,"Italy","Italian Peninsula (ITA)","Canis lupus italicus","SAF (Arezzo)",NA,43.86,11.7,1,"%Bio - Biomass ingested",NA,"year",NA,NA,98,"Jan1996-Feb2000",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
